@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute zero numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@attribute useless65 numeric
@attribute useless66 numeric
@attribute useless67 numeric
@attribute useless68 numeric
@attribute useless69 numeric
@attribute useless70 numeric
@attribute useless71 numeric
@attribute useless72 numeric
@attribute useless73 numeric
@attribute useless74 numeric
@attribute useless75 numeric
@attribute useless76 numeric
@attribute useless77 numeric
@attribute useless78 numeric
@attribute useless79 numeric
@attribute useless80 numeric
@data
2.2,'yes',0,0.276830333983526,0.328693936113268,0.836020443588495,0.0506839472800493,0.350745768286288,0.57067994098179,0.206498458981514,0.137721517821774,0.231191548751667,0.972937087528408,0.184592214412987,0.970641802996397,0.55870643351227,0.36888959701173,0.00748207536526024,0.857156195910648,0.764408709015697,0.980099509935826,0.0767628417816013,0.457329595228657,0.433933940948918,0.702432127203792,0.127257837913930,0.95854981127195,0.0312191273551434,0.59646888053976,0.25182220665738,0.459126268746331,0.851119170663878,0.95660719438456,0.80124850035645,0.428300657775253,0.376388280652463,0.0760008445940912,0.273093143710867,0.04227972519584,0.729327362030745,0.505700064124539,0.338205833453685,0.201718508498743,0.4036473587621,0.921860955189914,0.124563550343737,0.723091488704085,0.226241115247831,0.81253071129322,0.466647959779948,0.60594048537314,0.957034542458132,0.657710364088416,0.836891979910433,0.978558955481276,0.324120780453086,0.545888416236266,0.100979338865727,0.950384862953797,0.160158695653081,0.599779216339812,0.0483408013824373,0.801485693780705,0.304739997722208,0.583762594498694,0.891210730420426,0.280738799134269,0.0803859704174101,0.785081832669675,0.258643625536934,0.141665019560605,0.310056720627472,0.713151135249063,0.0983293228782713,0.203113268129528,0.552716785110533,0.305969742825255,0.556393865961581,0.779704533983022,0.493304498726502,0.786091229878366,0.773317750776187,0.853420245461166
1.505,'no',0,0.155055127106607,0.851916073122993,0.403872963273898,0.767077868338674,0.55064877262339,0.817547239828855,0.932698759250343,0.395637059817091,0.21367735019885,0.504403853556141,0.377358000492677,0.155020652338862,0.374298942973837,0.735742437886074,0.362213698914275,0.89485654560849,0.384901014855132,0.917475959053263,0.580911879660562,0.0095420943107456,0.908551809145138,0.193612137110904,0.44548117602244,0.376060169190168,0.919797258451581,0.08741648751311,0.648313391488045,0.063330413075164,0.624097870662808,0.404237589100376,0.308035991853103,0.0351915725041181,0.0943142818287015,0.00620628916658461,0.774028617423028,0.442552965367213,0.81123186647892,0.895948079647496,0.538787798257545,0.994338183896616,0.549935412826017,0.725328943924978,0.452024777419865,0.846315947826952,0.0185466283001006,0.803363798186183,0.737801191629842,0.596873871050775,0.196406953269616,0.120852719759569,0.331396943656728,0.641889722784981,0.263305427506566,0.991271626902744,0.518861608114094,0.923526329454035,0.760423216968775,0.221466840244830,0.855852099368349,0.553081140154973,0.0878869234584272,0.800337214022875,0.384806262794882,0.0740927224978805,0.588591442676261,0.788430883781984,0.720322371693328,0.182969666318968,0.37790684401989,0.503327012062073,0.732625552685931,0.968208683189005,0.00437176460400224,0.160319388844073,0.637917381012812,0.0160106872208416,0.00289708166383207,0.372065214905888,0.275133939925581,0.646689067129046
1.51,'yes',0,0.322882529580966,0.182838380336761,0.460445260861889,0.105270160594955,0.80922020948492,0.844859829172492,0.627843066584319,0.549315015552565,0.378305707825348,0.793395975371823,0.176859285216779,0.424346230924129,0.501958640990779,0.0339412121102214,0.964912408264354,0.327634496381506,0.539090043632314,0.0133347390219569,0.751205626642331,0.266994907753542,0.0268885807599872,0.78594929073006,0.849995327414945,0.379687278764322,0.290267779026181,0.253643054747954,0.168591534951702,0.231718287337571,0.942096282262355,0.704006784129888,0.813346558948979,0.0837146993726492,0.45972185744904,0.869744018418714,0.0562238581478596,0.146845347946510,0.529927449533716,0.428262065630406,0.163936301367357,0.0103965534362942,0.823379822541028,0.460406913189217,0.346978496061638,0.813522624084726,0.661510502453893,0.301163272000849,0.534202306065708,0.845963821047917,0.53286798344925,0.953802093863487,0.224282013252378,0.00334171275608242,0.838168732821941,0.847529410151765,0.446912359911948,0.602773701073602,0.90006321016699,0.00899133668281138,0.135269865626469,0.765049934620038,0.563226042315364,0.0139645480085164,0.50769902090542,0.69608775828965,0.342391900718212,0.0604433454573154,0.250275473576039,0.312369512394071,0.319594129221514,0.583735854364932,0.219837762415409,0.952888545114547,0.106722983298823,0.776831517228857,0.978407534537837,0.417599118547514,0.107179025188088,0.0751345935277641,0.168749653035775,0.140508478740230
2.602,'yes',0,0.0588939201552421,0.109376561827958,0.384424000745639,0.437205124879256,0.662655089749023,0.246422965545207,0.988408257020637,0.515878853853792,0.11221735435538,0.473695776425302,0.123734357533976,0.431288802297786,0.56628917506896,0.0751380678266287,0.672256839461625,0.387077593943104,0.67121539474465,0.559524866053835,0.189239121740684,0.454740180401132,0.608748618746176,0.62320911209099,0.715892406413332,0.928950048750266,0.903404160169885,0.514728944981471,0.244819063460454,0.0383716279175133,0.41326749464497,0.369498253334314,0.35331791639328,0.901554806623608,0.124002708820626,0.818867726018652,0.591949466150254,0.5257849318441,0.828172346577048,0.138144710334018,0.254729251842946,0.250934630166739,0.159513244638219,0.299958480754867,0.188465549843386,0.767013060161844,0.593713683309034,0.520533717004582,0.566507767653093,0.32831246079877,0.433473270386457,0.0521375765092671,0.501672361511737,0.205737421289086,0.085047626402229,0.712565276538953,0.250690655782819,0.943039861042053,0.894699042895809,0.627645755885169,0.557848227676004,0.96316979220137,0.600913272239268,0.255715183448046,0.686533383093774,0.263699678704143,0.928624874912202,0.195874207187444,0.141022986266762,0.832863446790725,0.182391711045057,0.409170823404565,0.267279182327911,0.0168974027037621,0.645763927372172,0.572514883009717,0.94332254375331,0.8020161150489,0.125743438256904,0.190687942551449,0.837872716365382,0.341633611591533
0.757,'no',0,0.907076521543786,0.342113339807838,0.15635957964696,0.539981351466849,0.475429850863293,0.0791023578494787,0.775190231623128,0.153697296744213,0.658570638857782,0.96416180068627,0.126365544740111,0.674547233153135,0.65965038514696,0.654744063736871,0.571845666971058,0.506873951060697,0.61359387403354,0.873624756699428,0.717109116259962,0.572075224947184,0.151663556462154,0.827025270555168,0.828938012011349,0.0797127925325185,0.511853696778417,0.739273183746263,0.507841144222766,0.595219696639106,0.105739088496193,0.150221831863746,0.819146344671026,0.256121950456873,0.246147427242249,0.735075876582414,0.0904192586895078,0.466154012596235,0.890321918297559,0.974043889902532,0.611136585706845,0.152707785367966,0.0283902992960066,0.225855840835720,0.677571838721633,0.0915457308292389,0.696840445045382,0.873230520635843,0.745490724686533,0.331881544785574,0.707083594985306,0.388658069772646,0.191022756043822,0.674652599729598,0.983139260206372,0.280183719936758,0.98412778135389,0.966294791549444,0.516295757610351,0.361741733970121,0.617298157187179,0.639204013859853,0.085936181480065,0.109666943084449,0.475883825914934,0.290426919003949,0.511942567070946,0.173827398102731,0.179693754529580,0.305855955928564,0.152418399928138,0.368625866947696,0.117755782324821,0.0362025555223227,0.55077324481681,0.933957878733054,0.105354765895754,0.337647049222142,0.521761057898402,0.380083383293822,0.534904081840068,0.318040750222281
0.125,'yes',0,0.756801643874496,0.893337139161304,0.812537051504478,0.629273267928511,0.864267039578408,0.613363878335804,0.334519583266228,0.84300869726576,0.822528668679297,0.68368715280667,0.479412818793207,0.272859905613586,0.577376167755574,0.745613743085414,0.367766712792218,0.217052643187344,0.393420758424327,0.0151652253698558,0.235032287659124,0.162945553427562,0.603238025680184,0.322678643278778,0.893658293876797,0.541623594937846,0.859989123418927,0.461115915793926,0.0597112153191119,0.389147061156109,0.783027834957466,0.396892185555771,0.435642289929092,0.0183721084613353,0.853892951039597,0.396988443564624,0.0206899212207645,0.703791062347591,0.851166564505547,0.8721344077494,0.414817904587835,0.544555716682225,0.114110949216411,0.939098125556484,0.659495855215937,0.190914849517867,0.873937223572284,0.845435122493654,0.268191215116531,0.515948764048517,0.798353641759604,0.69841796066612,0.64004205330275,0.409030274720863,0.297213040292263,0.534791406011209,0.437611069530249,0.627664596540853,0.349986074957997,0.255333617795259,0.711928214645013,0.146658912068233,0.648448229301721,0.722129624569789,0.729164953809232,0.691141295945272,0.246622775215656,0.801331674447283,0.97296099201776,0.475795014295727,0.693737169727683,0.238763058092445,0.887393444310874,0.184675959637389,0.0205138917081058,0.245602648938075,0.567834151908755,0.828587183961645,0.9180678143166,0.569461651844904,0.0785858447197825,0.625716548180208
0.258,'no',0,0.4368201775942,0.90117240557447,0.4675984964706,0.852126733399928,0.284568708157167,0.56342740287073,0.676474834326655,0.00781447510235012,0.0804169734474272,0.838967329123989,0.739311975659803,0.279660756699741,0.764231520472094,0.429359480272979,0.64400654588826,0.52247896278277,0.94783977419138,0.7342906112317,0.841959056211635,0.423160254955292,0.829557389952242,0.512024032184854,0.864000366302207,0.449754221132025,0.798717340221629,0.507763744099066,0.741154754534364,0.310802336549386,0.65022357320413,0.462075666990131,0.473784655798227,0.66354849957861,0.82218184391968,0.801654654322192,0.0149583879392594,0.428524763323367,0.255939287832007,0.149441943969578,0.828980856807902,0.950780267827213,0.371582714375108,0.0412867837585509,0.729640190955251,0.619833909906447,0.441141134593636,0.845902893226594,0.73292912566103,0.416384137701243,0.957406502217054,0.0394518247339875,0.755576865049079,0.546069688163698,0.820149626815692,0.871638586279005,0.858725114027038,0.444499854464084,0.281256876187399,0.473511248128489,0.595431688241661,0.761847974266857,0.267893898766488,0.991733722854406,0.0473006942775100,0.710090901236981,0.391087722731754,0.90683041815646,0.621040245518088,0.576462298398837,0.744481028988957,0.58509157737717,0.194961045403033,0.828981820493937,0.049913095543161,0.47372750332579,0.385673834709451,0.92573289014399,0.314732433063909,0.234982917783782,0.0598119839560241,0.797839927487075
3.686,'no',0,0.843541210750118,0.170044274302199,0.267533087404445,0.0179352373816073,0.291913382709026,0.491679867496714,0.168847401626408,0.476554654538631,0.284996866248548,0.460695194778964,0.911334723932669,0.814703211886808,0.979757426073775,0.74111483222805,0.523693346651271,0.573142418405041,0.685501814354211,0.598277612123638,0.96310265851207,0.656077923486009,0.752829174976796,0.539799456950277,0.874595419270918,0.482916751643643,0.661194436950609,0.799910502508283,0.141799242701381,0.742477408144623,0.990439232205972,0.409261074382812,0.521151679800823,0.957526832586154,0.60550122288987,0.650509194238111,0.191803105873987,0.754788639722392,0.145804185187444,0.414631377672777,0.741873258026317,0.96533654211089,0.181072009960189,0.938877555774525,0.483008190291002,0.201466517522931,0.290417216718197,0.9450333470013,0.879112924914807,0.927861958742142,0.837314611300826,0.538166579790413,0.887407285394147,0.740840126061812,0.634076212532818,0.64843456284143,0.252699465025216,0.769209756050259,0.0686138307210058,0.654712778516114,0.928906684974208,0.617508228169754,0.575591835891828,0.758097210200503,0.160002876771614,0.649486637441441,0.172153805382550,0.534084652783349,0.96760392608121,0.90947163803503,0.439178968314081,0.58863502368331,0.967376472661272,0.575083192670718,0.740544485859573,0.478800530312583,0.00732867303304374,0.919459403725341,0.187836138997227,0.136184184579179,0.60535876173526,0.269784714328125
2.43,'yes',0,0.0723604024387896,0.652380305575207,0.984862864017487,0.941034551011398,0.890846669208258,0.272668920690194,0.154372207820415,0.614385562250391,0.967644344316795,0.758363218512386,0.38118448597379,0.226559857372195,0.103323032148182,0.514562874799594,0.680467504775152,0.567978622857481,0.719011920271441,0.472725756699219,0.848767983261496,0.155692703323439,0.768853955436498,0.297118189511821,0.400915029458702,0.187595776980743,0.67067767912522,0.296591568272561,0.912728492636234,0.0641360390000045,0.70786834298633,0.171605515526608,0.921290830010548,0.391554852249101,0.399667925899848,0.459073461126536,0.804646443808451,0.208554878598079,0.721885393140838,0.998712641419843,0.227099004900083,0.97164140921086,0.705478979973122,0.931926773162559,0.399596089730039,0.0290176442358643,0.0595095774624497,0.141477065393701,0.741051375865936,0.735670897876844,0.501180741935968,0.48509420780465,0.0831158505752683,0.134693759726360,0.0370891627389938,0.120096072787419,0.445139831397682,0.366799943614751,0.525558705441654,0.417075001168996,0.730853430693969,0.7958446117118,0.478717521764338,0.951399801997468,0.523176334565505,0.321157693164423,0.305452098138630,0.340217927237973,0.231603115797043,0.941679299343377,0.698949272977188,0.914872825145721,0.0965829261112958,0.833691753214225,0.797415592474863,0.690167042426765,0.596327789826319,0.93825510237366,0.527676669415087,0.280517120845616,0.789860653225332,0.356501985806972
1.331,'no',0,0.916669222293422,0.737013678764924,0.326921409228817,0.0297513608820736,0.714313715929165,0.397407199488953,0.725665256613865,0.643028951482847,0.287192853633314,0.188286409480497,0.891244355589151,0.558580669341609,0.889687531162053,0.328670535003766,0.793133292114362,0.539498804602772,0.904449000488967,0.66399894701317,0.914122166577727,0.485937495948747,0.262333620106801,0.238747160881758,0.436181514756754,0.519287889823318,0.318304786924273,0.789801709819585,0.256230139639229,0.874079170636833,0.169175688177347,0.347335730213672,0.243767165113240,0.225933545269072,0.762217480223626,0.0903019499965012,0.344626389909536,0.220147365005687,0.120088707655668,0.0172700637485832,0.594093237072229,0.705625546630472,0.843070479342714,0.10594312264584,0.722544466610998,0.111999867251143,0.0266873827204108,0.89414565358311,0.761290087830275,0.0333953993394971,0.997941569425166,0.0314045688137412,0.542398744029924,0.277397895697504,0.495362569577992,0.531041149049997,0.899879678850994,0.341956025222316,0.850823441054672,0.655014221789315,0.147545657120645,0.915649822214618,0.406750079477206,0.510984999826178,0.91429150197655,0.634178047301248,0.0892205885611475,0.8269784336444,0.955252232961357,0.109485057648271,0.483688125386834,0.796557383146137,0.570682146819308,0.648189743980765,0.554276605602354,0.0401297169737518,0.0811354299075902,0.502973874798045,0.869885525899008,0.396284096641466,0.528902725083753,0.491363289300352
