@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute MAX_SNR numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_is_rate_trig_binary numeric
@attribute bat_trigger_dur numeric
@attribute uvot_detection_binary numeric
@attribute PROB_Z_GT_4 numeric
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
2.2,-1.0332,164.629,9.0185e-06,3.753e-05,31.1,61.74,7.49,143,1,1.024,1,0.0817582,'319016',0.579135895939544,0.761726575205103,0.874964829999954,0.218150658765808,0.612024579429999,0.113811866380274,0.797363473800942,0.95609673531726,0.496495730243623,0.163048955146223,0.00367888528853655,0.517855925485492,0.684038404840976,0.45584040065296,0.507117456290871,0.593494766624644,0.0208593579009175,0.916873874841258,0.222042654408142,0.625847408315167,0.119493783684447,0.314548090798780,0.388363546691835,0.94087286409922,0.488748388364911,0.711911173537374,0.254640481434762,0.503409355645999,0.085287281544879,0.960015624994412,0.361154723213986,0.664334158645943,0.760869205230847,0.406716633820906,0.869835894322023,0.249700346030295,0.962667080108076,0.132393300766125,0.00421975250355899,0.699753128690645,0.846216258360073,0.633244791999459,0.766049584839493,0.577944877790287,0.87862892751582,0.767657330259681,0.276430291356519,0.899632771266624,0.748372755246237,0.976849636994302,0.99956569983624,0.985087297158316,0.75836311886087,0.360283238813281,0.763858665013686,0.0411287725437433,0.134636546252295,0.110731958178803,0.110248320503160,0.810971403028816,0.711805550847203,0.589042590931058,0.483209440717474,0.0589713798835874
1.505,-1.5398,151.04,4.47e-06,?,49.7,111.84,8.81,224,1,1.024,0,0.158883,'319036',0.142385113751516,0.967225364176556,0.0738336003851146,0.474883736809716,0.458712064893916,0.230109384050593,0.759897163137794,0.729463684139773,0.496135314693674,0.888794091995806,0.545334346359596,0.738130009034649,0.395724037662148,0.849163118982688,0.340991881676018,0.106009572511539,0.758032331243157,0.467449286486953,0.514236148679629,0.929267097264528,0.393683331087232,0.440722997998819,0.151123738614842,0.164398573804647,0.842782012419775,0.739335011225194,0.0691698442678899,0.559389116242528,0.906070390017703,0.825166795169935,0.239528242498636,0.625295889331028,0.42132902587764,0.226941242814064,0.179096198175102,0.626164737856016,0.694201141828671,0.807320687454194,0.902815662324429,0.92900942871347,0.704180013155565,0.0343058099970222,0.390433978522196,0.423633756116033,0.320337494369596,0.259905637707561,0.0170635469257832,0.429099243367091,0.922203281428665,0.140220918459818,0.148997005075216,0.0470376887824386,0.64646117365919,0.29625279083848,0.421115063363686,0.490204413887113,0.478850243613124,0.514998361701146,0.594813174568117,0.864181010518223,0.62324705068022,0.0725615178234875,0.96100218873471,0.920888230437413
1.51,?,27.8861,4.4103e-07,?,13.4,66.1,7.58,187,1,1.024,1,0.0862009,'308041',0.51553625962697,0.976414162199944,0.592372412560508,0.137551734223962,0.578934288118035,0.517647521337494,0.46832580328919,0.655317052267492,0.309823986608535,0.781055287458003,0.245891416911036,0.51780000468716,0.149475011043251,0.378494818694890,0.327603603247553,0.992820913670585,0.952671706909314,0.636639633215964,0.851986647117883,0.520722800400108,0.19827766623348,0.339977394789457,0.845187609316781,0.420932210516185,0.176622159779072,0.200011856621131,0.236701481742784,0.55931169912219,0.717294986126944,0.344118928303942,0.188961664447561,0.132497930200770,0.51220648502931,0.381200089817867,0.082167879678309,0.497904789634049,0.740291487658396,0.534565445501357,0.953032306628302,0.97336693922989,0.224675848847255,0.943465153919533,0.824440892087296,0.441003463231027,0.785875868750736,0.524291704408824,0.243244055891410,0.604540454223752,0.482355038635433,0.235138949239627,0.0604613611940295,0.320372224552557,0.91343762842007,0.711595656117424,0.212985191028565,0.396674043498933,0.860195259796456,0.67060423293151,0.660857223672792,0.333047060761601,0.547464380506426,0.787687696749344,0.816933806985617,0.800463118823245
2.602,-0.9507,283.284,3.4109e-05,0.0001218,37.2,29.92,10.24,271,1,1.024,1,0.0366282,'317508',0.576357363257557,0.280122407712042,0.94807525491342,0.945272889686748,0.72966330498457,0.277826713398099,0.355344320880249,0.613594482420012,0.0197413950227201,0.249181532533839,0.766787544358522,0.827342103235424,0.420418208697811,0.923010551836342,0.235752837033942,0.884191314922646,0.58447195449844,0.378202118678018,0.437685874989256,0.536657653516158,0.148213887121528,0.880267401691526,0.871236003004014,0.222919735359028,0.58354579238221,0.41366030019708,0.755943194963038,0.842127731069922,0.405602964339778,0.00380552071146667,0.459511318942532,0.152991285081953,0.97753570578061,0.141489729750901,0.346169104101136,0.68371840659529,0.592551446752623,0.422392704756930,0.916561620077118,0.129185044672340,0.516992032527924,0.0653124626260251,0.931601132266223,0.899982568342239,0.237327054375783,0.483770867111161,0.624867683742195,0.320283716078848,0.495376771781594,0.660154997371137,0.588664828566834,0.31755966716446,0.0109700914472342,0.70919764158316,0.616395943565294,0.611801107646897,0.250405883649364,0.302196305710822,0.602403519907966,0.866665891604498,0.904037024592981,0.89546819566749,0.502630952978507,0.241865777876228
0.757,-1.5558,76.6923,2.0145e-06,?,24.1,47.04,7.33,286,1,2.048,0,0.194119,'238108',0.828359828563407,0.860260107787326,0.54819432576187,0.972351926611736,0.858784196898341,0.537141205277294,0.843753762310371,0.00215403339825571,0.504280130844563,0.964348359731957,0.174270530929789,0.586188150569797,0.199627629714087,0.572872906224802,0.630166317801923,0.264721758197993,0.539661026094109,0.446230612229556,0.116967068519443,0.77490554121323,0.572007531533018,0.00277948216535151,0.903414570726454,0.444928900338709,0.601690394571051,0.439593713963404,0.783183045685291,0.605448060669005,0.223157771397382,0.565925941802561,0.354024254251271,0.0947908898815513,0.244906917680055,0.307981539983302,0.428100970806554,0.414424927672371,0.816178961424157,0.544276650995016,0.0784379884134978,0.677089652046561,0.814520326210186,0.00441224197857082,0.948591655120254,0.756896439706907,0.983558630105108,0.131274451734498,0.337573568336666,0.305461880750954,0.564788790186867,0.431005214806646,0.203406038461253,0.254731984110549,0.466641226317734,0.519723476609215,0.53233642806299,0.885383649263531,0.947010762989521,0.821023588068783,0.705648061353713,0.87365686474368,0.769040191313252,0.794748753774911,0.786566152004525,0.135479795513675
0.125,-1.9025,208.241,2.8219e-05,2.43e-05,191.9,108.8,18.45,563,1,1.024,1,0.063965,'214805',0.9814944753889,0.372855703579262,0.517149579711258,0.729899300727993,0.995826355880126,0.808323106262833,0.0956514363642782,0.971751097822562,0.403956718044356,0.641304564662278,0.0126147691626102,0.106591615127400,0.104520014487207,0.869405393023044,0.209888292243704,0.500347256893292,0.43760430207476,0.439093404682353,0.81483550881967,0.816367134917527,0.500563662033528,0.73470276221633,0.0579504175111651,0.680370173649862,0.776046032318845,0.379690158879384,0.0332832017447799,0.908292468870059,0.338373092468828,0.0795560013502836,0.68608075985685,0.742463792208582,0.471499576000497,0.641638292232528,0.411087415413931,0.799454427091405,0.657469428610057,0.215402899309993,0.00631292862817645,0.389578368281946,0.143964232644066,0.515157589223236,0.749106172705069,0.769551338860765,0.259367390535772,0.500056514982134,0.824366152752191,0.581427046796307,0.650877142325044,0.453762005548924,0.630172566277906,0.793215876678005,0.897963311057538,0.98584620654583,0.0080347687471658,0.799560104496777,0.463808352127671,0.327450728276744,0.163390057627112,0.377486207522452,0.574723376194015,0.81067664991133,0.224187862128019,0.230226347455755
3.686,-1.9659,?,3.5575e-06,2.693e-05,30.5,72.96,7.96,1462,0,64,0,0.101779,'228316',0.935909191146493,0.0994171029888093,0.159713499946520,0.775792135857046,0.445729501079768,0.721097209956497,0.739392225863412,0.240993906510994,0.253646374680102,0.368288385681808,0.523099227342755,0.113787855021656,0.330469017149881,0.707179705612361,0.941921911668032,0.558634878601879,0.582048204960302,0.760975188575685,0.925229673739523,0.586284623714164,0.80454370751977,0.873757077613845,0.216911292634904,0.801893047755584,0.907725407043472,0.052801645360887,0.175355705665424,0.156516438117251,0.689348649000749,0.168738777749240,0.484595705522224,0.639074435690418,0.660323552787304,0.744867815868929,0.776824213331565,0.420977483503520,0.343659297097474,0.115281112026423,0.291825431864709,0.805493351304904,0.452829258749261,0.83239464298822,0.215437786886469,0.836424742592499,0.91834996198304,0.786243526730686,0.0861732633784413,0.104802599642426,0.112164944875985,0.508498474722728,0.485350554110482,0.366155812516809,0.987747827311978,0.223892541369423,0.136522071901709,0.216507434379309,0.528197190491483,0.200192919932306,0.602973635308444,0.820471430197358,0.967745484551415,0.630642098840326,0.971925501013175,0.151002760045230
2.43,-0.7727,?,4.1281e-06,?,47.4,18.48,8.73,240,1,1.024,1,0.120785,'228581',0.713681833818555,0.432929455069825,0.295394739368930,0.0425169542431831,0.620176184922457,0.0660700837615877,0.990937580820173,0.492455895757303,0.239877978572622,0.443370884051546,0.52900100313127,0.0251091923564672,0.410407532239333,0.0586793413385749,0.781795996939763,0.330313794082031,0.855966154951602,0.876622032839805,0.661580923711881,0.522766938433051,0.368517267983407,0.784674890572205,0.407902194419876,0.449271594872698,0.0119123777840286,0.838778605917469,0.757798546925187,0.25311061181128,0.28892714693211,0.442635840503499,0.211485512321815,0.592138850362971,0.223766530398279,0.0762239550240338,0.75002098060213,0.936126361135393,0.672399341361597,0.756859017536044,0.5229350712616,0.58038512035273,0.151232655392960,0.380280568962917,0.125877955695614,0.668674936983734,0.300837247632444,0.110929996473715,0.10243763262406,0.463107611984015,0.188915041973814,0.226273794192821,0.196945957606658,0.0894814115017653,0.235718681942672,0.546100752661005,0.693973131710663,0.833113571628928,0.886907160049304,0.133296049898490,0.389308204408735,0.230163649655879,0.186721130041406,0.340375181520358,0.842734221369028,0.606340606231242
1.331,-1.163,?,3.4001e-06,?,76.4,6.48,25.57,2183,1,1.024,0,0.0534918,'296805',0.906206380575895,0.661413605557755,0.147372083738446,0.157928652362898,0.0285041662864387,0.672089050291106,0.311127319699153,0.552820577053353,0.670574815012515,0.394388193730265,0.571575641864911,0.0104108969680965,0.371176018612459,0.0271077759098262,0.109106714138761,0.115048570325598,0.891645133495331,0.188769693253562,0.678059299476445,0.182837320258841,0.972148154396564,0.836480845930055,0.9713479783386,0.0516826945822686,0.109816817799583,0.165012882091105,0.140732631320134,0.701304070651531,0.678694546688348,0.568581003462896,0.0110742594115436,0.842965880408883,0.71466836379841,0.884031380759552,0.139937447849661,0.179768127622083,0.427271603373811,0.0447071674279869,0.0833345118444413,0.95747172855772,0.913421358680353,0.551315331598744,0.364970485912636,0.48523141304031,0.182939813006669,0.510523917153478,0.923535912763327,0.0989142623730004,0.263783864676952,0.483526275493205,0.957868273369968,0.641334298532456,0.341261876747012,0.443022736115381,0.818206578725949,0.786312466720119,0.595714553957805,0.316602870356292,0.159051344031468,0.421548461075872,0.595867480151355,0.593730537686497,0.119288176763803,0.362780385650694
1.18,?,36.1062,2.5124e-07,?,18,4.3,9.1,189,1,0.512,1,0.0586255,'416103',0.0247181805316359,0.993870657635853,0.368568977806717,0.687043826561421,0.00487902108579874,0.9910080304835,0.084765863372013,0.412220579106361,0.9367766904179,0.66329976869747,0.136935953283682,0.144688874715939,0.521491015097126,0.726447475375608,0.529794709058478,0.0664194349665195,0.680325889727101,0.702983562136069,0.208774601807818,0.0591068954672664,0.625753294676542,0.81190508743748,0.731122029013932,0.226773703470826,0.738103911513463,0.948456260142848,0.961313700536266,0.82815105188638,0.337456732057035,0.4767525435891,0.713755311444402,0.638434121152386,0.998883360996842,0.57818456273526,0.891380836023018,0.590607486665249,0.910012461710721,0.418094607302919,0.818497643107548,0.573533515213057,0.985590300755575,0.711518980795518,0.446069375611842,0.00710754143074155,0.371996562695131,0.0882368735037744,0.771387305576354,0.916360878152773,0.981343330815434,0.550886631943285,0.479168152902275,0.472669619135559,0.0436018740292639,0.207417124649510,0.170765382703394,0.245129130547866,0.684129172470421,0.669707274762914,0.515784240793437,0.438058588188142,0.154620590154082,0.82248629257083,0.478730671806261,0.122582477983087
