@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@attribute useless65 numeric
@attribute useless66 numeric
@attribute useless67 numeric
@attribute useless68 numeric
@attribute useless69 numeric
@attribute useless70 numeric
@attribute useless71 numeric
@attribute useless72 numeric
@attribute useless73 numeric
@attribute useless74 numeric
@attribute useless75 numeric
@attribute useless76 numeric
@attribute useless77 numeric
@attribute useless78 numeric
@attribute useless79 numeric
@attribute useless80 numeric
@attribute useless81 numeric
@attribute useless82 numeric
@attribute useless83 numeric
@attribute useless84 numeric
@attribute useless85 numeric
@attribute useless86 numeric
@attribute useless87 numeric
@attribute useless88 numeric
@attribute useless89 numeric
@attribute useless90 numeric
@data
0.297,'no ',0,0.461870855186135,0.976101234788075,0.00354941631667316,0.627697482705116,0.193503531394526,0.965537654003128,0.353770678630099,0.992223120993003,0.722842591116205,0.816098143346608,0.799057370051742,0.539777086349204,0.904557744273916,0.534541841596365,0.83879383164458,0.430163382086903,0.915344266686589,0.678204571828246,0.679484085645527,0.180521966423839,0.812227777205408,0.577760232146829,0.660655443323776,0.828835887368768,0.860612606396899,0.743082739878446,0.0258815735578537,0.248769550584257,0.907984974328429,0.400797063019127,0.71325690113008,0.245057211723179,0.595933677861467,0.235886933747679,0.571728426963091,0.526021008379757,0.379006590927020,0.0832695672288537,0.750391340116039,0.053284847876057,0.536019725725055,0.104808676987886,0.288838846143335,0.0570018098223954,0.19817570829764,0.7872771974653,0.362015805672854,0.882930809166282,0.435890988446772,0.425480422563851,0.557761463336647,0.598559361649677,0.836116245947778,0.940887263510376,0.332098704064265,0.417742983903736,0.0624837228097022,0.324749094434083,0.487690286245197,0.577903792262077,0.756564599694684,0.893979298416525,0.0818287765141577,0.910029856022447,0.808714588405564,0.522287257481366,0.794488406740129,0.84785249386914,0.578980502905324,0.388678325572982,0.719873189460486,0.430787261109799,0.959972202312201,0.0863986180629581,0.538494773674756,0.572134510381147,0.690771833760664,0.859805134823546,0.73583079339005,0.436968798749149,0.848496559308842,0.0584713250864297,0.486293588997796,0.791433045873418,0.229915721574798,0.804533020593226,0.980908977100626,0.173462622100487,0.281916427891701,0.664476780686527
2.2,'yes',0,0.0560954858083278,0.232972136931494,0.62079373630695,0.921984172426164,0.565632059471682,0.864212419139221,0.436056747334078,0.772633157903329,0.274390643462539,0.282797788502648,0.0817560320720077,0.554206299362704,0.278611629037187,0.443967406405136,0.903346239821985,0.120627443073317,0.753074629232287,0.689252910902724,0.585065389284864,0.641439165454358,0.557560621527955,0.689649229170755,0.0689402220305055,0.0255828374065459,0.147474772064015,0.881861240137368,0.115164515096694,0.704953982727602,0.0669481072109193,0.284735226538032,0.0393023428041488,0.937314404873177,0.650843480834737,0.412868954706937,0.746181362541392,0.191648759646341,0.268973034573719,0.0960938178468496,0.801525820977986,0.716013086028397,0.252908815862611,0.27653149724938,0.264739503385499,0.584933046717197,0.992817881982774,0.0746561589185148,0.388169266283512,0.835184246301651,0.732508891029283,0.0246030988637358,0.178724008379504,0.297010665759444,0.738655515247956,0.555653090123087,0.304017923539504,0.831938122631982,0.256650221534073,0.525511763757095,0.727512389887124,0.200071868719533,0.462676080409437,0.0854267380200326,0.60068045835942,0.149168699979782,0.183958209818229,0.00860908022150397,0.217937022214755,0.203125696163625,0.87241807882674,0.692745767300949,0.320467496523634,0.470696861855686,0.383641564752907,0.890149413375184,0.359953880077228,0.225263079628348,0.37140155909583,0.587931599235162,0.190186009509489,0.464874908793718,0.436072268290445,0.106527644675225,0.335964675294235,0.614169897278771,0.329717579996213,0.141862981952727,0.443076791241765,0.301380993099883,0.64853282039985,0.576818121830001
1.505,'no ',0,0.280203022295609,0.999079008819535,0.415031750453636,0.797119659837335,0.76362026669085,0.795619735028595,0.765310638584197,0.299539920175448,0.814805974951014,0.271473719738424,0.0143675215076655,0.0756179874297231,0.662656793370843,0.0618604819756001,0.255573557456955,0.587536809267476,0.970577959902585,0.908047559205443,0.519009089097381,0.175388857489452,0.150170764885843,0.117993424180895,0.221232202369720,0.877418476622552,0.199623976135626,0.131146200001240,0.51333903009072,0.198999819578603,0.564838139573112,0.53829794190824,0.289348818361759,0.470392504706979,0.807092141592875,0.526835292577744,0.0220553004182875,0.810931485146284,0.198109353426844,0.866281129652634,0.312910901382565,0.431883904384449,0.307840497931466,0.240937526803464,0.563349487492815,0.29702735808678,0.730752778239548,0.81739381630905,0.713368782075122,0.890828253002837,0.151929504703730,0.454699088120833,0.893304423661903,0.462032595649362,0.952271834947169,0.313578989589587,0.175917489454150,0.421542716212571,0.0225337001029402,0.763184392359108,0.336654450278729,0.410429775016382,0.965581491123885,0.688249698840082,0.723426072159782,0.634580143960193,0.32395909819752,0.77093294612132,0.165191245032474,0.880073013016954,0.638089807005599,0.215717190876603,0.887671328615397,0.740745256654918,0.041295324685052,0.451640964020044,0.388198060914874,0.910148735158145,0.370647701900452,0.984342126641423,0.236350767314434,0.349905958632007,0.80765899666585,0.48412771592848,0.096155095845461,0.080695245647803,0.438403791049495,0.995665614958853,0.150708800414577,0.590908287093043,0.904623178765178,0.291234002215788
1.51,'yes',0,0.369266586843878,0.983506147982553,0.281922359950840,0.0490210265852511,0.102470197947696,0.205022645648569,0.714714178582653,0.299307229928672,0.898643974214792,0.875139507930726,0.918430802877992,0.256997596705332,0.62065725820139,0.607451908756047,0.0986779786180705,0.834150380687788,0.869238573592156,0.477611584588885,0.472897526109591,0.476683104177937,0.933699541492388,0.608267022529617,0.89553844789043,0.201792770763859,0.648481410462409,0.216268720570952,0.105993165401742,0.628251764690503,0.27239714586176,0.777586152544245,0.647559863282368,0.380053059430793,0.422621619654819,0.726875188061967,0.445657068165019,0.720988896675408,0.508731497917324,0.716944872401655,0.721049287123606,0.208467554533854,0.106126901227981,0.965170153882354,0.161358245182782,0.548687669681385,0.151358936680481,0.680201781447977,0.927131020929664,0.0308531115297228,0.718766754725948,0.623249009717256,0.875751494895667,0.614499319344759,0.768735941732302,0.85907362960279,0.527649810770527,0.539410166442394,0.0550205837935209,0.75768444291316,0.905323382467031,0.769565048394725,0.250481158960611,0.88258966547437,0.605454131029546,0.92939140740782,0.620400926331058,0.699819192988798,0.936301128473133,0.309637442231178,0.173999848775566,0.120745640946552,0.252683636732399,0.759678463451564,0.699077213648707,0.642170073697343,0.87865691469051,0.335454341489822,0.722634490579367,0.890837708720937,0.309272086247802,0.268172453390434,0.941774962237105,0.430221613496542,0.141748538706452,0.115294977556914,0.125015180790797,0.025021382374689,0.655627663712949,0.216009210329503,0.99883495294489,0.645981254056096
2.602,'yes',0,0.906157332705334,0.655565761262551,0.04403086588718,0.111956108827144,0.964549162890762,0.127836644882336,0.140834528021514,0.30945863481611,0.246236841427162,0.802682725945488,0.435750546632335,0.656724848551676,0.454574551433325,0.432916111545637,0.000260226894170046,0.770992028992623,0.371458925539628,0.375204880954698,0.639518621377647,0.159544172463939,0.178100544027984,0.114473248366266,0.317907195538282,0.482393861282617,0.258273679763079,0.231854075798765,0.201002721674740,0.055919935926795,0.752640851540491,0.47186285094358,0.259146264288574,0.982860224787146,0.724708447000012,0.596834396012127,0.0814821107778698,0.066053572576493,0.893687808187678,0.631949833128601,0.915080995764583,0.757788827642798,0.132871541194618,0.737480923300609,0.186176799237728,0.0368918266613036,0.589590078685433,0.227335382485762,0.834851128282025,0.651739206397906,0.0761618399992585,0.543968521757051,0.296110833529383,0.648668633541092,0.710582750616595,0.158279864815995,0.204692389117554,0.759701484814286,0.37699462659657,0.583923159865662,0.842372428392991,0.995784174185246,0.395052099600434,0.811339997453615,0.334434508346021,0.0281971781514585,0.898015619255602,0.592779511353001,0.311195289716125,0.586571898311377,0.80004574265331,0.528464036993682,0.419229198480025,0.784806933254004,0.460018511395901,0.965572332963347,0.529953103279695,0.739098205463961,0.373669167514890,0.603563743643463,0.909826399758458,0.0670858328230679,0.631139854667708,0.828371037729084,0.958582307212055,0.0684176017530262,0.461303522344679,0.98268170049414,0.83452825807035,0.174246631329879,0.999982831533998,0.999765651999041
0.757,'no ',0,0.0354918607044965,0.930054111871868,0.712354806251824,0.614971501985565,0.0737960068508983,0.148900057421997,0.392106180777773,0.123608044348657,0.98112726630643,0.70142641570419,0.627086157212034,0.364454271970317,0.096598130185157,0.107678701635450,0.341693565947935,0.732897644396871,0.277480677235872,0.932353229029104,0.195824666647241,0.502461256692186,0.284640832804143,0.0105719100683928,0.53992980462499,0.753609636100009,0.788479775190353,0.279350898461416,0.749169622082263,0.0497565234545618,0.583485290175304,0.935467364732176,0.849461739184335,0.954615535680205,0.60176200652495,0.0979274513665587,0.75468493741937,0.973969587590545,0.773221844574437,0.194050986552611,0.58094056788832,0.216907626017928,0.776394929038361,0.220821887720376,0.56101812957786,0.663186287740245,0.415501044597477,0.48620342859067,0.0952337661292404,0.779561214148998,0.648911450989544,0.247102233348414,0.134475426981226,0.676366542931646,0.0825808737426996,0.317215060349554,0.401734703220427,0.0700773706194013,0.139680819585919,0.615413567516953,0.649102501571178,0.671870567137375,0.186024195281789,0.0630114322993904,0.768249024404213,0.120066551724449,0.94755193265155,0.816730437800288,0.643459679558873,0.99947747332044,0.417383656837046,0.489639424253255,0.245498169679195,0.824781252769753,0.407482975395396,0.09256854490377,0.824578079394996,0.244357049930841,0.268517673248425,0.318957875249907,0.181689481483772,0.259014548733830,0.148521909955889,0.568510859506205,0.50181559054181,0.45631980500184,0.298641402740031,0.88998338393867,0.0496840169653296,0.104707711609080,0.314378537936136,0.803170334314927
0.125,'yes',0,0.345122245140374,0.356229626107961,0.945729523897171,0.732742320280522,0.325004533398896,0.373410416534171,0.52294929465279,0.568539310246706,0.0038762406911701,0.187449853867292,0.431473482167348,0.990415984764695,0.52817656705156,0.79174546804279,0.935532815987244,0.794216144364327,0.998631537659094,0.718491128180176,0.0732994326390326,0.113425587536767,0.103810696164146,0.181469780858606,0.6800310772378,0.958285935921595,0.44740651617758,0.252350962022319,0.180711660068482,0.441944573540241,0.517243004636839,0.817319817375392,0.403617647010833,0.480088162701577,0.0815108260139823,0.0854694552253932,0.28523223917,0.0871900885831565,0.207242782926187,0.541266359155998,0.205528465332463,0.447771431179717,0.896242872579023,0.980155879631639,0.580076338490471,0.493701059604064,0.0377456599380821,0.88399160769768,0.590254526119679,0.496264764573425,0.986896231072024,0.110359997488558,0.179272946435958,0.279703384265304,0.0611207901965827,0.892295622033998,0.585240569896996,0.82198608876206,0.652926658513024,0.0298550690058619,0.0200094757601619,0.711300112074241,0.0666000857017934,0.900025016395375,0.589386032428592,0.116482317214832,0.623434400418773,0.016494310926646,0.110970824956894,0.0590985829476267,0.174529710784554,0.911207134602591,0.708169989287853,0.297133540501818,0.57550392462872,0.699182141106576,0.692553267581388,0.591973235365003,0.415467613609508,0.246930764289573,0.482089779805392,0.356590616051108,0.292544430820271,0.343595596030354,0.966145335929468,0.0276206433773041,0.189416448585689,0.190526166232303,0.992583982180804,0.434722614940256,0.562330648070201,0.957200949080288
0.258,'no ',0,0.000382710248231888,0.540557932108641,0.930640245089307,0.488666142337024,0.266865687677637,0.941630235873163,0.972506301710382,0.868216240545735,0.519711073255166,0.269529038807377,0.361362644005567,0.405222371220589,0.822125028586015,0.271964747225866,0.670979455579072,0.340271366061643,0.69601028249599,0.688509376021102,0.00863759219646454,0.442898468812928,0.882341237273067,0.141536574810743,0.558139438042417,0.434699304169044,0.978842368116602,0.745853384258226,0.479087626328692,0.772317270282656,0.0274367108941078,0.223254106938839,0.206047016894445,0.297801780980080,0.223143502138555,0.71664030244574,0.162194352596998,0.652305308962241,0.858887615147978,0.284930797060952,0.175805154722184,0.093941434752196,0.722048878669739,0.415773535845801,0.0236736345104873,0.218678122153506,0.346877492964268,0.0312691212166101,0.092445258749649,0.0853182345163077,0.393814497161657,0.51954627269879,0.918698671506718,0.487482819939032,0.744109883671626,0.570497612468898,0.917808819562197,0.535263832425699,0.491796636022627,0.681806766195223,0.974216184113175,0.782322034239769,0.724252486834303,0.132547609275207,0.955316853243858,0.722589270910248,0.971437975065783,0.890666713472456,0.460637187119573,0.537015335634351,0.662422873079777,0.0407738559879363,0.338082507951185,0.173153453506529,0.401236548321322,0.118212897796184,0.036491314182058,0.595091828377917,0.304379627807066,0.142397059826180,0.970999873010442,0.167538248701021,0.377803089329973,0.0476805591024458,0.486957472050563,0.485778008354828,0.7611313178204,0.0483760912902653,0.0603669523261487,0.547632251866162,0.241682831663638,0.307188606355339
3.686,'no ',0,0.846563115017489,0.380937194917351,0.516723743407056,0.76416810019873,0.603874828433618,0.685892157489434,0.175639083143324,0.511798653984442,0.583910641958937,0.588284632889554,0.74114781874232,0.713630819227546,0.93264943221584,0.464330611983314,0.567991290707141,0.936255127424374,0.256268472643569,0.12547686137259,0.179601014824584,0.538586077513173,0.302918898640200,0.347886110423133,0.429715381003916,0.804674266837537,0.480775302741677,0.126364658819512,0.558928556740284,0.208969122031704,0.0584852793253958,0.360559599241242,0.515547289513052,0.71562343230471,0.819992393488064,0.418608999811113,0.354380778968334,0.359862698474899,0.106134584872052,0.480577432084829,0.417720836121589,0.984118599677458,0.676845089998096,0.355304909171537,0.435227070003748,0.555064382264391,0.970939154736698,0.527977120364085,0.997050667414442,0.223449400160462,0.502072260947898,0.127152152592316,0.309136955766007,0.462132836226374,0.323895678156987,0.699875613674521,0.344902401324362,0.90137851680629,0.414677895605564,0.0353977882768959,0.0441591688431799,0.864281821995974,0.706411302089691,0.501944734482095,0.085179258370772,0.213590345811099,0.360006284201518,0.605843542609364,0.910955637693405,0.64238700340502,0.0536419658455998,0.114467742154375,0.431937045883387,0.633222547359765,0.341079409467056,0.857394944876432,0.256887933937833,0.00246321992017329,0.923375017242506,0.212721854448318,0.101537016686052,0.671814094064757,0.637440107762814,0.276355895213783,0.272797122830525,0.340058458736166,0.163545212242752,0.117667897837237,0.240345658035949,0.210687800310552,0.493003001203761,0.99105174280703
2.43,'yes',0,0.799490896984935,0.425745707470924,0.479762551141903,0.301749693928286,0.0491698428522795,0.269751372747123,0.763283379375935,0.349263304611668,0.96979388454929,0.72702604229562,0.334801509976387,0.260031106183305,0.9830567156896,0.695953437360004,0.269546848721802,0.738990410463884,0.391237777890638,0.319362977286801,0.963055984815583,0.294408591929823,0.517899801488966,0.786576849408448,0.858171550557017,0.201921136351302,0.478756597498432,0.806073925225064,0.186947984620929,0.936306216055527,0.193113619228825,0.609077007044107,0.960633652517572,0.958409893792123,0.975256535923108,0.512931402307004,0.934386428678408,0.413974558701739,0.764007931342348,0.0124276895076036,0.0191147562582046,0.694274289533496,0.848620224511251,0.138048779917881,0.80113276373595,0.430252314079553,0.790282013826072,0.235629742965102,0.670725960051641,0.490080681163818,0.519880363717675,0.00567077356390655,0.133047346025705,0.481773484498262,0.716506194556132,0.175475616240874,0.569953850470483,0.731662593316287,0.335999388713390,0.102295953780413,0.076985682360828,0.349069813266397,0.0285574060399085,0.799082955811173,0.210143124917522,0.631346504203975,0.054683085065335,0.847215365152806,0.705563598778099,0.563679731450975,0.831221908098087,0.0290829662699252,0.868569587590173,0.568766932934523,0.561842487426475,0.166743569308892,0.882052389206365,0.821603396441787,0.300265074940398,0.210584759246558,0.921324966242537,0.193912878632545,0.827102191280574,0.952178905019537,0.778295451542363,0.201560626970604,0.64351836964488,0.805964494124055,0.0375495427288115,0.961866877507418,0.270139960106462,0.77264015073888
